,song,artist,text
37,My Church,Maren Morris,"[Verse 1]
I’ve cussed on a Sunday
I’ve cheated and I’ve lied
I’ve fallen down from grace
A few too many times
But I find holy redemption
When I put this car in drive
Roll the windows down and turn up the dial

[Chorus]
Can I get a hallelujah?
Can I get an amen?
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singin' every single verse
Yeah, I guess that’s my church

[Verse 2]
When Hank brings the sermon
And Cash leads the choir
It gets my cold, cold heart burnin'
Hotter than a ring of fire
When this wonderful world gets heavy
And I need to find my escape
I just keep the wheels rolling, radio scrolling
Until my sins wash away

[Chorus]
Can I get a hallelujah?
Can I get an amen?
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singin' every single verse
Yeah, I guess that’s my church

[Chorus]
Can I get a hallelujah?
Can I get an amen?
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singin' every single verse
Yeah, I guess that’s my church

[Chorus]
Can I get a hallelujah?
Can I get an amen?
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singin' every single verse
Yeah, I guess that’s my church
Yeah, I guess that’s my church
Yeah, I guess that’s my church"
38,No Longer Friends,Bryson Tiller,"[Produced by Gravez & Swiff D]

[Intro]
Hi, aight, whatever, you doing too much
You doing too much
Ayy

[Verse 1]
Let's go back to the time when your nigga used to trip
'Bout the time we spent, girl, when we were just friends
It was all friendly on my end
Even though I look forward to seeing you again like, uh
When am I seeing you again?
Ayy, when are we speaking again?
Yeah, you look good with that ink on your skin
Hood, but you far from the streets you was in, oh yeah
No, he don't like it, call me up, he don't like it
This was the perfect timing
Love you, I'm certain I can, yeah
Talk about you like a queen makin' him madder
As if he never even mattered
And you a bad bitch, you keep getting badder
This ain't the side nigga anthem
I've been straight forward, he's going backwards

[Interlude]
Relax, yo, just chill
I love you, I’m with you
I ain’t with this nigga
You don’t think I…
He’s my best friend, he’s my brother
That’s my brother!
He ain’t your brother
That your blood?
You got the same momma and daddy?
Aight babe
You fuckin that nigga, that’s what it is
I’m fucking my brother? That’s my brother…
No, no, if y'all ain’t got the same momma and daddy, y'all can fuck
You fuckin’ him

[Verse 2]
You was on the verge of losing her
You was acting like you ain't want shit to do with her
I cut out the bullshit and kept it true with her
That's why the sexual tension is high when I'm in rooms with her
She really the shit, I don't be juicing her
I'm the shit too, that's why I'm so in tune with her
I feel like I'm sewn on ya
I feel like you grew on me
Have I grown on you?
Done fronting like I don't want you
Keep treating me like I don't know you
Back and forth between me and all your niggas
You're busy tonight, that figures
Tonight you're staying in his city
And still I answer your call when he doesn't answer at all
But I want that too, that's all
I need the same in return, that's all

[Outro]
That's all
That's all I want, all I want, all I want
That's all I want, all I want, yeah
All I want (just a, just a little time)"
39,Flashlight,Jessie J,"[Verse 1]
When tomorrow comes, I'll be on my own
Feeling frightened of the things that I don't know
When tomorrow comes
Tomorrow comes
Tomorrow comes
And though the road is long
I look up to the sky
And in the dark I found, lost hope that I won't fly
And I sing along, I sing along, then I sing along

[Chorus]
I got all I need when I got you and I
I look around me, and see the sweet life
I'm stuck in the dark, but you're my flashlight
You're gettin’ me, gettin’ me through the night
Kick start my heart when you shine it in my eyes
Can’t lie, it’s a sweet life
I'm stuck in the dark, but you're my flashlight
You're gettin’ me, gettin’ me through the night
'Cause you're my flashlight
You're my flashlight, you're my flashlight, oh

[Verse 2]
I see the shadows long beneath the mountain top
I'm not afraid when the rain won't stop
'Cause you light the way
You light the way, you light the way

[Chorus]
I got all I need when I got you and I
I look around me, and see a sweet life
I'm stuck in the dark, but you're my flashlight
You're gettin’ me, gettin’ me through the night
Kick start my heart when you shine it in my eyes
Can’t lie, it’s a sweet life
I'm stuck in the dark, but you're my flashlight
You're gettin’ me, gettin’ me through the night
Light, light, light, you're my flashlight
Light, light, you're my flashlight, light, light, light, light, oh
You're my flashlight, oh-ohh
I got all I need when I got you and I
I look around me, and see the sweet life (You and i)
I'm stuck in the dark, but you're my flashlight
You're gettin’ me, gettin’ me through the night
Kick start my heart when you shine it in my eyes (Shine it in my eyes)
Can’t lie, it’s a sweet life (Sweet life)
I'm stuck in the dark but, you're my flashlight (You're my flashlight)
You're gettin’ me, gettin’ me through the night
'Cause you're my flashlight
You're my flashlight, you're my flashlight
Oh-ohh oh-ohhh ohhhh ohh
You're my flashlight, light, light
You're my flashlight, light, light, yeah
(Light, light, light, you're my flashlight, light, light)
You're my flashlight"
40,Diamond Teeth Samurai,YoungBoy Never Broke Again,"[Intro]
DJ Swift on the beat
Aye
Aye, they might could do it better
I ain't trippin' off all that shit

[Chorus]
Used to be broke but now I'm rich, I'm spendin' every penny
2Pac Shakur, ridin' through the North up in the Bentley
Curtis Jackson, ain't no actin' when I'm on a mission
Tryna assassinate my character, I ain't say I did it
Nigga, you got that yayo? (well cook somethin' nigga)
Nigga, you let them Ks go? (well bust somethin' nigga)
Oh, you duckin' them laws? (you better run from them nigga)
Oh, you playin' with that raw? (well look here, front some nigga)

[Bridge]
The block is hot, the block is hot, ha-ha
The block is hot, the block is hot, ha-ha
The block is hot, the block is hot, ha-ha
The block is hot, the block is hot, ha-ha

[Verse 1]
Whole lotta killin', Helter Skelter like I'm Charles Manson
These niggas hatin' now keep that hammer, all these diamonds dancin'
Me and Meek Mill watchin' movies in Rick Ross' mansion
You disrespect, I up the TEC and let you niggas have it
23 shots, Lebron James I shoot the cavalier
These niggas speakin' on my name, I'ma get it clear
When they shot, they aimed for my brain but I'm still here
I'm a Bad Boy, never met Diddy but that's what it is

[Chorus]
Used to be broke but now I'm rich, I'm spendin' every penny
2Pac Shakur, ridin' through the North up in the Bentley
Curtis Jackson, ain't no actin' when I'm on a mission
Tryna assassinate my character, I ain't say I did it
Nigga, you got that yayo? (well cook somethin' nigga)
Nigga, you let them Ks go? (well bust somethin' nigga)
Oh, you duckin' them laws? (you better run from them nigga)
Oh, you playin' with that raw? (well look here, front some nigga)

[Bridge]
The block is hot, the block is hot, ha-ha
The block is hot, the block is hot, ha-ha
The block is hot, the block is hot, ha-ha
The block is hot, the block is hot, ha-ha

[Verse 2]
I'm in the all white Porsche wit' Fee ridin' through Hollygrove
Discussin' 'bout what it's gon' take to get them birds gone
Say ""look, lil' daddy,"" I ain't your woadie, make me bust your dome
Got a 100 shots up in the Caddy while I'm headed home
My lil' hitter quiet like Slim, we gon' shoot above the rim
We gon' pop 'em when we see 'em, whip his pockets 'fore we kill 'em
We got the police on our trail, so we runnin' when we see 'em
Don't wanna front us no heroin, we gon' rob 'em when we see 'em, bitch
Police hit our stash house but we ain't closing shop
They got some niggas movin' work who stay right up the block
Knock on the door, I need a zone yeah I got the guap
Soon as he open up the door, he gon' see the Glock

[Chorus]
Nigga, you got that yayo? (well cook somethin' nigga)
Nigga, you let them Ks go? (well bust somethin' nigga)
Oh, you duckin' them laws? (you better run from them nigga)
Oh, you playin' with that raw? (well look here, front some nigga)

[Bridge]
The block is hot, the block is hot, ha-ha
The block is hot, the block is hot, ha-ha
The block is hot, the block is hot, ha-ha
The block is hot, the block is hot, ha-ha"
41,Neon Light,Blake Shelton,"[Click here to read how Blake’s favorite bar inspired “Neon Light”]

[Verse 1]
Ever since you left me
I've been ridin' 'round, cranking up a little country gold heartbreak
Cried and dried these tears
I don't know how much more missin' you I can take

[Pre-Chorus]
I prayed, prayed, prayed
For a sign, sign, sign
Now there it is in the window
It's about time, damn time

[Chorus]
There's a neon light at the end of the tunnel
It ain't all that bright, but even though it's subtle
It's got me feeling alright, go on and make it a double
There's a neon light at the end of the tunnel, tunnel, tunnel

[Verse 2]
I take a shot of I don't care what you're doing now
Chase that one with a cold screw you
When that's done, I just might wash it down
With a big pitcher of someone new

[Pre-Chorus 2]
That blond blonde blonde
At the bar, bar, bar
See if she wants to try and unbreak my heart, heart, heart

[Chorus]
There's a neon light at the end of the tunnel
It ain't all that bright, but even though it's subtle
It's got me feeling alright, go on and make it a double
There's a neon light at the end of the tunnel, tunnel, tunnel

[Verse 3]
When we were together
I thought life would suck forever
Even though I knew better than the pain would never end
They say the night's darkest just before the dawn
Gets kissed by the day break, got down on my knees

[Pre-Chorus]
And I prayed, prayed, prayed
For a sign, sign, sign
Now there it is in the window
It's about time, damn time

[Chorus]
There's a neon light at the end of the tunnel
It ain't all that bright, but even though it's subtle
It's got me feeling alright, go on and make it a double
There's a neon light at the end of the tunnel, tunnel, tunnel"
42,ATM,J. Cole,"[Intro]
Life can bring much pain
There are many ways to deal with this pain
Choose wisely

[Refrain]
Will I fall? Will I fly?
Heal my soul
Fulfill my high
Cross my heart (Count, count, count, count it)
And hope to die (Count, count, count, count it)
With my slice (Count, count, count, count it)
Of Devil's pie

[Chorus]
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it

[Verse 1]
I know that it's difficult
I'm stackin' this paper, it's sort of habitual
I blow the residual
And fuckin' yo bitch like its part of my ritual
Pardon the visual
But money, it give me a hard-on it's typical
I want it in physical
A million dollars, I count up in intervals
Without it I'm miserable
Don't wanna fall off so I'm all in my bag
Thankin' God like it's biblical
I know it's gon' solve every problem I have
I balled on the principal
Remember the teachers was all on my ass
Now look all of them, pitiful
And all of a sudden I'm so good at math

[Chorus]
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it
Can't take it when you die, but you can't live without it
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it
Can't take it when you die

[Refrain]
Uno, dos, tres

[Bridge]
Big bills, big bills
I fell in love with big wheels and quick thrills
My niggas runnin' tip drills, can't sit still
Don't give a fuck if it kills, it mix well
I'm only countin'
Big bills, big bills
I fell in love with big wheels and quick thrills
My niggas runnin' tip drills, can't sit still
Don't give a fuck if it kills, it mix well
I'm only countin'...

[Refrain]
Uno, dos, tres, cuatro

[Verse 2]
Proceed with caution
I heard if you chase it only results in
A hole in your heart
Fuck it, I take the whole cake and I won't leave a portion
It's only an organ
Thank God mama couldn't afford the abortion
The loneliest orphan
I flip my misfortune and grow me a fortune
My Rollie is scorchin'
Them niggas that hated is slowly endorsin'
Now Cole, he important
My niggas beside me like Tommy and Martin
We ball on your court and
Then skate with your bitch like we Tonya Harding
She don't need her garments
She horny from all the money we countin'

[Chorus]
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it
Can't take it when you die, but you can't live without it
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it
Count it up, count it up, count it up, count it
Can't take it when you die
Uno dos

[Refrain]
Will I fall? Will I fly?
Heal my soul
Fulfill my high
Cross my heart
And hope to die
With my slice of Devil’s pie"
43,Every Little Thing,Carly Pearce,"[Verse 1]
The scent that you left on my pillow
The sound of your heartbeat with mine
The look in your eyes like a window
The taste of your kiss soaked in wine

[Chorus]
Every little thing
I remember every little thing
The high, the hurt, the shine, the sting
Of every little thing

[Verse 2]
Guess you forgot what you told me
Because you left my heart on the floor
Baby, your ghost still haunts me
But I don't want to sleep with him no more

[Chorus]
Every little thing
I remember every little thing
The high, the hurt, the shine, the sting
Of every little thing
I remember every little thing
The high, the hurt, the shine, the sting
Of every little thing

[Bridge]
They say time is the only healer
God, I hope that isn't right
Cause right now I'd die to not remember

[Chorus]
Every little thing
I remember every little thing
The high, the hurt, the shine, the sting
Every little thing
I remember every little thing
I'm haunted by the memories of
Every little thing
The high, the hurt, the shine, the sting
Every little thing"
44,No Pressure,Justin Bieber Featuring Big Sean,"[Verse 1: Justin Bieber]
You ain't gotta answer none of my calls
I'm believing you'll pick up one day
I don't wanna add to your pain at all
I'm praying that time makes a change in your life
I'm realizing how much you made a change in my life
And I don't wanna spend it with nobody else
Hear me? Don't nobody deserve myself
Oh no, baby what I'm saying is

[Chorus: Justin Bieber]
You ain't gotta make your mind up
You ain't gotta make your mind up right now
Right now, don't rush, no pressure
You ain't gotta make your mind up
You ain't gotta make your mind up right now
Calm down, don't rush, no pressure

[Verse 2: Justin Bieber]
Thought that you were in it for the paper
Never thought I'd take you serious
Now I need you, not a moment later
Losin' it, I'm so delirious
And I'ma put up a fight for it
Never give up a love like this
Finally I found someone
That can do me like no other
Talking to my conscience
I made a few mistakes
I did it to myself
I'm the only one to blame
I know you need a little while to believe again
To love again

[Chorus: Justin Bieber]
You ain't gotta make your mind up
You ain't gotta make your mind up right now
Right now, don't rush, no pressure
You ain't gotta make your mind up
You ain't gotta make your mind up right now
I'll be waiting for you
Don't rush, no pressure
You ain't gotta make your mind up
You ain't gotta make your mind up right now
Right now, don't rush, no pressure
You ain't gotta make your mind up
You ain't gotta make your mind up right now
Don't rush, no pressure

[Bridge: Justin Bieber]
Put my key in the ignition
Don't rush it girl, just stretch it out for me
I know that you ain’t got no place to be
Girl I need your attention
And every time I see you make that face
I wanna love you all over the place
Don't do it, baby
Don't do it to me, no, no

[Verse 3: Big Sean]
I know you don't wanna talk, right
We've been on and off like the cross lights
You heard I'm playin' with them hoes like I golf, right?
When I touch you, I get frostbite
Girl you're so cold, so cold, so cold
How we so young but livin' so old?
In the bed together but we sleepin' solo
That could drive you loco
You supposed to be my uno, Yoko Ono
Oh no, round two again
We've been fighting more than Ryu and Ken
Last time we argued eight straight days
I learned my lesson, I got straight As
And I know it's deeper than masseuses
Oh, you know I eat the cookie like I'm Lucious
Go ahead and take the time
But it's a waste of time if your waist ain't on mine
Think about it

[Chorus: Justin Bieber]
You ain't gotta make your mind up
(make your mind up)
You ain't gotta make your mind up right now
(right now)
Don't rush, no pressure
(there ain't no pressure)
You ain't gotta make your mind up
(no ohh)
You ain't gotta make your mind up right now
(I'll be waiting for you)
Don't rush, no pressure
(baby don't rush)
You ain't gotta make your mind up
You ain't gotta make your mind up right now
Don't rush, no pressure
(You can take it easy now)
You ain't gotta make your mind up
You ain't gotta make your mind up right now
(And I'll still be right here)
Don't rush , no pressure

[Outro: Justin Bieber]
Say yeah, say yeah
You ain't gotta make your mind up now
Know I did you wrong
Let your heart heal
Don't rush, no pressure"
45,The Plan,G-Eazy,"[Intro]
Yeah, ayy, uh
I do this shit 'cause I-
Turn, turn it up a little bit
I gotta, I gotta, I gotta blap
Yo, yo, yo, ayy

[Pre-Chorus]
I might go fuck up these bands (ayy)
I do this shit 'cause I can (yeah)
I just took care of my fam (ayy)
Thought this was always the plan (yeah)
I might go fly to Japan (ayy)
Honolulu, get a tan (yeah)
To the beach I don't bring sand (no)
Thought that was always the plan (yeah)

[Verse 1]
Growed up, now I am the man (yeah)
It's shit you don't understand (ayy)
Popeye just opened the can
I don't fuck with no fufu that's not on my brand (ayy)
Call me when you need a hand (yeah)
In the Bay, I'm Superman (ayy)
YSL on me, goddamn
Tell me, why is your girlfriend my number one fan? (yeah)
Always scrutinized
Bags are supersized, why are you surprised?
Must have mixed us with a different group of guys
Spot the truth or lies, I mean business but I'm not in suit and ties
Just been prophesized (yeah, uh)
This shit fell right into place (yeah)
Indy 500 my pace (ayy)
Drinking it straight to the face
Liquor and women, two things I don't chase (uh)
Don't got a minute to waste (yeah)
Mask off, I'm showing my face (yeah)
Shout-out Dakari, my ace (uh)
They hate so much, it's a disgrace (uh)
I put 'em back into place (yeah)
I put your bitch in a Wraith
I just snatch her, she's vanishing without a trace (yeah)

[Pre-Chorus]
I might go fuck up these bands (ayy)
I do this shit 'cause I can (yeah)
I just took care of my fam (ayy)
Thought this was always the plan (yeah)
I might go fly to Japan (ayy)
Honolulu, get a tan (yeah)
To the beach I don't bring sand (no)
Thought that was always the plan (no)

[Chorus]
Thought that was always the plan (no)
Thought that was always the plan (ayy)
Did it, I do it again (no)
Thought that was always the plan
I might go fuck up these bands (ayy)
I do this shit 'cause I can (yeah)
I just took care of my fam (ayy)
Thought this was always the plan (yeah)

[Verse 2]
Ten years, this shit has been brewing (ayy)
I'm like ""The fuck you been doing?"" (yeah)
Hall of Fame, Gerald's a shoe in
You'll never be Jordan, you're more Patrick Ewing (yeah)
Number one spot, I'm pursuing (ayy)
Exclusive like ""Who done let you in?""
Money talks, I speak it fluent
Got tired of my bitch, I went got a new one
Quick swish that, this bitch whack
Pack, flip that, making quick stacks
This shit blap, G did that (uh)
Taking a quick trap nap (yeah)
I go all night and shit, ain't gotta hide this shit
This shit's a freestyle, I ain't even write this shit
Roll me some Marty and I’m finna light this shit (ayy, yeah)
They finna bite this shit, ayy (yeah)
Like Jaws swimming on South Beach, this is shit that they don't teach
Don't go too far, don't try too hard, bitch, don't reach like (uh)
Drugs got me on a level, lockjaw, I got slow speech
I'm courtside, I got floor seats next to Rihanna like ""Oh sheesh!""

[Pre-Chorus]
I might go fuck up these bands (ayy)
I do this shit 'cause I can (yeah)
I just took care of my fam (ayy)
Thought this was always the plan (yeah)
I might go fly to Japan (ayy)
Honolulu, get a tan (yeah)
To the beach I don't bring sand (no)
Thought that was always the plan (no)

[Chorus]
Thought that was always the plan (no)
Thought that was always the plan (ayy)
Did it, I do it again (no)
Thought that was always the plan
I might go fuck up these bands (ayy)
I do this shit cause I can (yeah)
I just took care of my fam (ayy)
Thought this was always the plan (yeah)

[Outro]
I thought this was always the plan
What were you doing? What do you mean?
There's only one way, there's only one option
There's only one route to get there, you know?
It's not gon' make itself
When you wake up and check the Chase app
And this shit got more and more digits than a license plate
Them seven-eight figures don't make themselves, yadadamean?
You gotta get it! This was always the plan"
46,No More,"Metro Boomin Featuring Travis Scott, Kodak Black & 21 Savage","[Intro: Travis Scott]
You know the comedown, we really feeling soothing
The come-up got 'em all oozing
Took a one way to take it out of Houston
Took the Metro and we was still boomin'

[Chorus: Travis Scott]
I just pour 'til I can't pour no more
I slow down but it ain't slow no more
I stack up 'cause it don't fold no more
I pour up 'til I can't pour no more
I slow down but it ain't slow no more
I stack up 'cause it don't fold no more

[Verse 1: Kodak Black]
Nowadays, I be on ecstasy when I'm bored
I don't even know who keep it real anymore
All that living fast, pour the lean, make me slower
You know I ain't that nigga to be played, do your homework
If I could do it all over, I'd make the same mistakes
All that fucking over made me who I am today
Slidin' Maybach with the drapes, you can't see me pass
I was in the school on a C class
I tried the Perky but it ain't work, and I'ma still pop 'em
Drinking purple, smokin' purp, I need to see about it
All that pain, I'm poppin' molly like an antibiotic
I can't help it, I'm a zombie, I can't heal my heartache

[Chorus: Kodak Black]
I pop pills 'til I can't feel no more
Tryna be sane but I can't hold no more
I wanted fame but I don't know no more
I pop pills 'til I can't feel no more
Tryna be sane but I can't hold no more
I wanted fame but I don't know no more

[Verse 2: 21 Savage]
Tried love but I can't no more (Nah)
Tryna find loyalty, it ain't no more (Nah)
Told myself I wasn't gonna drink no more (On God)
It's like the styrofoam glued to me though (Straight up)
I feel weak for using drugs to ease the pain (21)
From the street, concrete in my vein (Straight up)
Lil bit of change make a nigga change (On God)
Different tax bracket but my number still the same (Facts)
I done seen dope turn a nigga who had hope
To a nigga with no hope, hung himself by a rope (Straight up)
No joke 'cause he didn't know the ropes
And he served an undercover, judge gave his ass a boat (Facts)
I done seen fame turn a nigga on his bro
Turn a bitch into a nigga, nigga turned into a ho (21)
Identity crisis, people don't know who they is
'Cause these bitches act like niggas
And these niggas act like hoes (Straight up)
Shooting for the moon but the stars just fine (21)
Tryna make a dollar and I'm short nine dimes (21)
You know I'm a hustler, I'ma grind 'bout mine (21)
Long as I got Metro, nigga I'm gon' shine

[Chorus: 21 Savage, Travis Scott, & Kodak Black]
I sip drank until I can't no more
Pour up the lean until I can't no more
One more cup, I think I just might snore
I sip drank until I can't no more
Pour up the lean until I can't no more
One more cup, I think I just might snore
I just pour 'til I can't pour no more
I slow down but it ain't slow no more
I stack up 'cause it don't fold no more
I pop pills 'til I can't feel no more
Tryna be sane but I can't hold no more
I wanted fame but I don't know no more

[Outro]
(Lord, save the world
Lord, save the world
Lord, save the world)
Lord, save the world (Lord, save the world)
Lord, save the world (Lord, save the world)
From this hunger for power (Lord, save the world)
From certain destruction's hour
Motherfuckers cannot listen to that fuckin' save the world shit
No, I don't like it
We are totally against that shit
You stream it, iPhone or your phone, whatever
I'm taking the shit and I'm here to tell you
I'm here to keep rap the fucking same
He's trying to save it, I'm not
You'll all be heroes"
47,Bitch I'm Madonna,Madonna Featuring Nicki Minaj,"[Intro: Madonna]
You're gonna love this
You can't touch this
'Cause I'm a bad bitch

[Verse 1: Madonna]
We hit the elevator right up to the rooftop
The bass is pumping, make me wanna screw the top off
Yeah, we'll be drinking and nobody's gonna stop us
And we'll be kissing anybody that's around us

[Pre-Chorus 1: Madonna]
I just wanna have fun tonight
(Blow up this shit tonight)
Put me under the flashing light
Oh-oh-oh-oh
Let me blow up this house tonight
(Gonna blow up)

[Chorus: Madonna]
We go hard or we go home
We gon' do this all night long
We get freaky if you want
Na-na-na-na-na
We go hard or we go home
We gon' do this all night long
We get freaky if you want
Bitch, I'm Madonna
Bitch, bitch I'm Madonna
Bitch, bitch I'm Madonna

[Verse 2: Madonna]
We're jumping in the pool and swimming with our clothes on
I poured a beer into my shoe and got my freak on
The neighbor's pissed and says he's gonna call the Five-O
If they show up then we are gonna give a good show

[Pre-Chorus 2: Madonna]
I just wanna go up tonight
Pull me under the flashing light
Oh-oh-oh-oh
Let me blow up this house tonight
(Gon' blow up)

[Drop: Nicki Minaj]
Uhh
Beep-beep, bitch move

[Chorus: Madonna]
We go hard or we go home
We gon' do this all night long
We get freaky if you want
Na-na-na-na-na
We go hard or we go home
We gon' do this all night long
We get freaky if you want
Bitch, I'm Madonna
Bitch, bitch, I'm Madonna
Bitch, I'm Madonna
Bitch, I'm Madonna
Bitch, I'm Madonna
Bitch, I'm Madonna
Bitch, I'm Madonna
Bitch, I'm Madonna
Bitch, I'm Madonna

[Bridge: Madonna]
Who do you think you are?
You can't mess with this lucky star
Oh-oh-oh-oh
Who do you think you are?

[Verse 3: Nicki Minaj]
Poured up with my nose up and that rose up in that thinga
I'm froze up, with my stove up, 'cause he eating like it's his dinner
I run shit, I don't fall back, cause I'm on track, I'm a sprinter
I'm bossed up, I got 'em awestruck, it's not a toss up, I'm the winner
Beep-beep, bitch move, 'fore I bang-bang with that uzz
That's Miu Miu on my shoes, ain't got a thing left for me to prove
It's that bottle service all night, it's that pop and urban just right
It's that ""go hard or go home"" zone, bitch
I'm Madonna, these hoes know

[Chorus: Madonna]
We go hard or we go home
We gon' do this all night long
We get freaky if you want
Na-na-na-na-na
We go hard or we go home
We gon' do this all night long
We get freaky if you want
Bitch, I'm Madonna

[Outro: Madonna]
We do it like this
You're gonna love this
You can't touch this
'Cause I'm a bad bitch
Who do you think you are? ('Cause I'm a bad bitch)
Who do you think you are? ('Cause I'm a bad bitch)
Who do you think you are? ('Cause I'm a bad bitch)
Who do you think you are?

[Outro: Nicki Minaj]
Go hard or go home zone, bitch
I'm Madonna, these hoes know"
48,Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,"[Intro: Post Malone]
Ha detto di essere troppo giovane, non vuole nessun uomo
Così chiamerà i suoi amici, questo è il piano
Ho appena ordinato sushi dal Giappone
Adesso la tua putt*na vuole darci sotto, Jackie Chan

[Strofa 1: Preme]
In decappottabile, andiamo su e giù per la Collins South Beach (sì)
Sembra Kelly Rowland, questo potrebbe essere il mio destino (sì)
Lei vuole che me la mangi, immagino che la cena sia su di me (ti ho preso, piccola)
So che sono quello giusto come una fottuta ricetta (ohh)
Lei vuole solo farlo per Instagram (lo sai, lo sai)
Vuole solo questi soldi nella mia mano (lo so, lo sai)
Gliele darò quando balla, balla, balla (ayy)
Prenderà un Uber a Calabasas

[Ritornello]
Lei ha detto di esser troppo giovane e non vuole un uomo
Così chiamerà i suoi amici, questo è il piano ora
Ho appena ordinato del sushi dal Giappone
So che la tua puttana vuole darci sotto, Jackie Chan
Lei ha detto di esser troppo giovane e non vuole un uomo
Così chiamerà i suoi amici, questo è il piano ora
Ho appena ordinato del sushi dal Giappone
So che la tua puttana vuole darci sotto, Jackie Chan
So che la tua puttana vuole darci sotto, Jackie Chan

[Strofa 2: Preme]
Penso che tu abbia avuto un’impressione sbagliata su di me, piccola (su di me, piccola)
Solo perché hanno sentito da quale quartiere vengo, pensano che io sia pazzo (loro pensano che io sia pazzo)
Ok, beh forse solo un po’ pazzo (solo un po’)
Perché ammetto di essere pazzo di questa signora, sì (oh)
Un dito al mondo, vaffanc*lo, pagami (sono stato schiavo ‘)
Rincorro la f*ga perché la mia pazienza sta per finire
Non posso più aspettare no, no (ayy)
Muovilo come un yo-yo (ayy)
Vivi la vita in avanti veloce ma noi sc*piamo lentamente, si

[Ritornello: Post Malone]
Lei ha detto di esser troppo giovane e non vuole un uomo
Così chiamerà i suoi amici, questo è il piano ora
Ho appena ordinato del sushi dal Giappone
So che la tua putt*na vuole darci sotto, Jackie Chan
Lei ha detto di esser troppo giovane e non vuole un uomo
Così chiamerà i suoi amici, questo è il piano ora
Ho appena ordinato del sushi dal Giappone
So che la tua putt*na vuole darci sotto, Jackie Chan
So che la tua putt*na vuole darci sotto, Jackie Chan

[Bridge: Post Malone]
Non vedo l’ora che cominci lo spettacolo, oh, oh
Hai capito bene, si, lo so, oh, oh
Non dovresti stare sola, oh, oh
Tutta questo bere mi ha fatto vomitare, oh, oh
Il club mi ha fatto bene
E mi sento così vivo (ayy)
Lei non vuole niente
Non vuole essere nessuna moglie (ayy)
Lei vuole solo restare tutta la notte
Lei vuole solo annusare il bianco (ayy)
Non posso dirle niente, no
Non posso dirle niente, no

[Outro: Post Malone]
Lei ha detto di esser troppo giovane e non vuole un uomo
Così chiamerà i suoi amici, questo è il piano ora
Ho appena ordinato del sushi dal Giappone
So che la tua putt*na vuole darci sotto, Jackie Chan"
