,song,artist,text
Low, low
Low, low, low, low, low, low, low, low, low, low, low, low
Lie, l-lie, I try to hide, but now you know it
That I'm at an all time...
Hey!

[Outro]
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low
Low, low, low, low, low, low, low, low, low"
116,Riptide,Vance Joy,"[Verse 1]
I was scared of dentists and the dark
I was scared of pretty girls and starting conversations
Oh, all my friends are turning green
You're the magician's assistant in their dreams

[Pre-Chorus]
Oh, oh-o-oh, and they come unstuck

[Chorus]
Lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

[Verse 2]
Here's this movie that I think you'll like
This guy decides to quit his job and heads to New York City
This cowboy's running from himself
And she's been living on the highest shelf

[Pre-Chorus]
Oh, oh-o-oh, and they come unstuck

[Chorus]
Lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

[Bridge]
I just wanna, I just wanna know
If you're gonna, if you're gonna stay
I just gotta, I just gotta know
I can't have it, I can't have it any other way
I swear she's destined for the screen
Closest thing to Michelle Pfeiffer that you've ever seen, oh

[Chorus]
Lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong
Oh lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong
Oh lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong
I got a lump in my throat 'cause
You're gonna sing the words wrong"
117,The Race,Tay-K,"[Intro]
I-I-I'm Lil Tay-K, I don't think you want no action (Gang, gang)
You want action, you get turned into past tense (In the past)
Your boys deep? Well, let's get to subtractin' (Pow, pow)
Smith & Wesson made my 9 with subcompaction (Skrrt, skrrt)

[Chorus]
Fu-fu-fuck a beat, I was tryna beat a case (Gang, gang)
But I ain't beat that case, bitch, I did the race (Skrrt, skrrt)
Beat it up, where I nut? Shorty face (Lil bitch)
Eli blast crackin' 4s like a vase (Gang)
Pop a nigga then I go out my way (Skrrt)
Do the dash then I go out the way
Ro-ro-rob a nigga shoes, rob a nigga lace (Gimme that shit, nigga)
We tryna see a hunnit bands in our face

[Verse]
Pimp gon' be eatin' good noodles every day (Free Pimp)
Bitch, I'm drawin' doodles, Tay-K, paint the way (You're a simp)
Choppa tear your dudies into fish fillet (Lil bitch)
I-I-I woke up too moody, who gon' die today? (Skrrt)
Shoot a fuckboy in his mothafuckin' face (Grrah, grrah)
We-we-we cookin' up, boy, you don't wanna go dat way (Dat way, dat way)
Gotta go dat way, you get robbed for your rackades (Rackades, rackades)
Gotta go dat way, boy, you not gon' be happy (Hahaha)
I-I-I tote 50s, I'm a shooter like Young Pappy (Pew)
Bitch try to rob, we make her dance, Michael Jackson (Skrrt)
We was plottin', y'all was tryna get the pack in (Lil bitch)
Get the pack in, you get robbed for a fraction (Gimme that shit)
I-I-I'm Lil Tay-K, I don't think you want no action
You want action, you get turned into past tense
Your boys deep? Well, let's get to subtractin'
Smith & Wesson made my 9 with subcompaction

[Chorus]
Fu-fu-fuck a beat, I was tryna beat a case
But I ain't beat that case, bitch, I did the race (Skrrt, skrrt)
Beat it up, where I nut? Shorty face (Gang, gang)
Eli blast crackin' 4s like a vase
Pop a nigga then I go out my way (Grra, grra)
Do the dash then I go out the way
Ro-ro-rob a nigga shoes, rob a nigga lace (Gimme that shit, nigga)
We tryna see a hunnit bands in our face
Fu-fu-fuck a beat, I was tryna beat a case (Gang, gang)
But I ain't beat that case, bitch, I did the race (Skrrt, skrrt)
Beat it up, where I nut? Shorty face (Lil bitch)
Eli blast crackin' 4s like a vase (Gang)
Pop a nigga then I go out my way (Skrrt)
Do the dash then I go out the way
Ro-ro-rob a nigga shoes, rob a nigga lace (Gimme that shit, nigga)
We tryna see a hunnit bands in our face


[Outro]
See it in my mothafuckin' face"
118,I Fall Apart,Post Malone,"[Intro]
Oooh, I fall apart
Oooh, yeah, mmhmm, yeah

[Verse 1]
She told me that I'm not enough (Yeah)
And she left me with a broken heart (Yeah)
She fooled me twice and it's all my fault (Yeah)
She cut too deep, now she left me scarred (Yeah)
Now there's so many thoughts goin' through my brain (Yeah)
And now I'm takin' these shots like it's Novocaine, yeah

[Chorus]
Oooh, I fall apart
Down to my core
Oooh, I fall apart
Down to my core
Oooh, didn't know it before
Surprised when you caught me off guard
All this damn jewelry I bought
You was my shorty, I thought

[Verse 2]
Never caught a feelin' this hard
Harder than the liquor I pour
Tell me you don't want me no more
But I can't let go, everybody told me so
Feelin' like I sold my soul
Devil in the form of a whore
Devil in the form of a whore
You said it, no, you said it
No, you said that shit, we'd be together, oh

[Chorus]
Oooh, I fall apart
Down to my core
Oooh, I fall apart
Down to my core
Oooh, didn't know it before
Surprised when you caught me off guard
All this damn jewelry I bought
You was my shorty, I thought

[Bridge]
Ice keep pourin' and the drink keep flowin'
Try to brush it off, but it keep on goin'
Covered in scars and I can't help showin'
Whippin' in the foreign and the tears keep rollin'
Ice keep droppin' and the drink keep flowin'
Try to brush it off, but it keep on goin'
All these scars, can't help from showin'
Whippin' in the foreign and the tears keep blowin', yeah

[Chorus]
Oooh, I fall apart
Down to my core
Oooh, I fall apart
Down to my core
Oooh, didn't know it before
Surprised when you caught me off guard
All this damn jewelry I bought
You was my shorty, I thought"
119,I Feel It Coming,The Weeknd Featuring Daft Punk,"[Intro: The Weeknd]
Yeah, uh

[Verse 1: The Weeknd]
Tell me what you really like
Baby, I can take my time
We don't ever have to fight
Just take it step-by-step
I can see it in your eyes
'Cause they never tell me lies
I can feel that body shake
And the heat between your legs

[Pre-Chorus: The Weeknd]
You've been scared of love and what it did to you
You don't have to run, I know what you've been through
Just a simple touch and it can set you free
We don't have to rush when you're alone with me

[Chorus: The Weeknd]
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe

[Verse 2: The Weeknd]
You are not the single type
So baby, this the perfect time
I'm just tryna get you high (I'm just tryna, babe)
And faded off this touch
You don't need a lonely night
So baby, I can make it right
You just got to let me try
To give you what you want

[Pre-Chorus: The Weeknd]
You've been scared of love and what it did to you
You don't have to run, I know what you've been through
Just a simple touch and it can set you free
We don't have to rush when you're alone with me

[Chorus: The Weeknd & Daft Punk]
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe

[Pre-Chorus: The Weeknd]
Hey! You've been scared of love and what it did to you
You don't have to run, I know what you've been through
Just a simple touch and it can set you free
We don't have to rush when you're alone with me

[Chorus: The Weeknd + Daft Punk]
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I know what you feel right now
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I know what you say right now, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I know what you say right now, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe
I feel it coming, I feel it coming, babe

[Outro: Daft Punk]
I feel it coming, babe
I feel it coming, babe
I feel it coming, babe
I feel it coming, babe"
120,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,"Call it love and devotion
Call it a mom's adoration
Foundation
A special bond of creation,
Ha

For all the single moms out there
Going through frustration
Clean Bandit, Sean-da-Paul, Anne-Marie
Sing, make them hear

She works the nights by the water
She's gone astray so far away
From my father's daughter
She just wants a life for her baby
All on her own, no one will come
She's got to save him

Daily struggle

She tells him, ""Ooh, love, no one's ever gonna hurt you, love.
I'm gonna give you all of my love.
Nobody matters like you.""

Stay out there, stay out there

She tells him, ""Your life ain't gon' be nothing like my life.
You're gonna grow and have a good life.
I'm gonna do what I've got to do.""

Stay out there, stay out there

So, rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Rockabye, no

Rockabye-rocka-rocka-rocka-bye
Rockabye, yeah, oh, oh
Rockabye-rocka-rocka-rocka-bye

Single mama, you doing out there
Facing the hard life without no fear, yeah
Just so you know that you really care
'Cause any obstacle come you're well prepared,
Oh, no
No, mama, you never shed tear
'Cause you have to shed things year after year
And you give the youth love beyond compare, yeah
You find his school fee and the bus fare, yeah

Mmm, Marie, the pops' disappear
In the round back can't find him nowhere
Steadily you work flow, everything you know
Say you nah stop no time – no time for your jear

Now she got a six-year-old
Trying to keep him warm
Trying to keep out the cold
When he looks in her eyes
He don't know he is safe

When she says, ""Ooh, love, no one's ever gonna hurt you, love.
I'm gonna give you all of my love.
Nobody matters like you.""

So, rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry

Oh-badda-bang-bang-bang, alright then

Rockabye, no

Rockabye-rocka-rocka-rocka-bye
Rockabye, yeah, oh, oh
Rockabye-rocka-rocka-rocka-bye

Rockabye, don't bother cry
Lift up your head, lift it up to the sky
Rockabye, don't bother cry
Angels surround you, just dry your eye

Now she got a six-year-old
Trying to keep him warm
Trying to keep out the cold
When he looks in her eyes
He don't know he is safe when she says...

She tells him, ""Ooh, love, no one's ever gonna hurt you, love.
I'm gonna give you all of my love.
Nobody matters like you.""

Stay out there, stay out there

She tells him, ""Your life ain't gonna be nothing like my life. Stay.
You're gonna grow and have a good life.
I'm gonna do what I've got to do.""

So, rockabye baby, rockabye
Rockabye-rocka-rocka-rocka-bye
I'm gonna rock you
Rockabye baby, don't you cry
Rockabye-rocka-rocka-rocka-bye
Somebody's got you
Rockabye baby, rockabye
Rockabye-rocka-rocka-rocka-bye
I'm gonna rock you
Rockabye baby, don't you cry
Oh-badda-bang-bang-bang, alright then
Rockabye

Rockabye, don't bother cry
Lift up your head, lift it up to the sky. Rockabye
Rockabye, don't bother cry, yeah
Angels surround you, just dry your eye, yeah

Rockabye, don't bother cry, no
Lift up your head, lift it up to the sky, oh
Rockabye, don't bother cry
Angels surround you, just dry your eye"
121,Elastic Heart,Sia,"[Verse 1]
And another one bites the dust
Oh, why can I not conquer love?
And I might have thought that we were one
Wanted to fight this war without weapons
And I wanted it, I wanted it bad
But there were so many red flags
Now another one bites the dust
Yeah, let's be clear, I'll trust no one

[Pre-Chorus]
You did not break me
I'm still fighting for peace

[Chorus]
I've got thick skin and an elastic heart
But your blade, it might be too sharp
I'm like a rubber band until you pull too hard
Yeah, I may snap and I move fast
But you won't see me fall apart
'Cause I've got an elastic heart

[Post-Chorus]
I've got an elastic heart
Yeah, I've got an elastic heart

[Verse 2]
And I will stay up through the night
Yeah, let's be clear, won't close my eyes
And I know that I can survive
I'll walk through fire to save my life
And I want it, I want my life so bad
I'm doin' everythin' I can
And another one bites the dust
It's hard to lose a chosen one

[Pre-Chorus]
You did not break me
I'm still fighting for peace

[Chorus]
I've got thick skin and an elastic heart
But your blade, it might be too sharp
I'm like a rubber band until you pull too hard
Yeah, I may snap and I move fast
But you won't see me fall apart
'Cause I've got an elastic heart

[Bridge]
Oh, oh oh oh oh oh, oh oh oh oh
Oh oh, oh oh
Oh, oh oh oh oh oh, oh oh oh oh
Oh oh, oh oh

[Chorus]
I've got thick skin and an elastic heart
But your blade, it might be too sharp
I'm like a rubber band until you pull too hard
Yeah, I may snap and I move fast
But you won't see me fall apart
'Cause I've got an elastic heart
I've got thick skin and an elastic heart
But your blade, it might be too sharp
I'm like a rubber band until you pull too hard
Yeah, I may snap and I move fast
But you won't see me fall apart
'Cause I've got an elastic heart
I've got an elastic heart"
122,Echame La Culpa,Luis Fonsi & Demi Lovato,"[Intro: Demi Lovato & Luis Fonsi]
Hey Fonsi?
Oh no
¿Qué pasa Demi?
Hey, yeah

[Verse: Luis Fonsi & Demi Lovato]
You tell me that you love me
You tell me that you need me
You knew it from the start, you’re not my only one
Still you wouldn’t leave me
Oh, no need to say you’re sorry
You know you gotta leave me
But know you gotta know
That nothing good will come if you’re with me

[Chorus: Luis Fonsi & Demi Lovato & Duet]
Not on you, not on you, not on you my love (my love)
Is better if we let it be
Not on you, not on you, not on you my love (my love)
So baby put the blame on me
Not on you, not on you, not on you my love (my love)
I only wanna set you free
Not on you, not on you, not on you my love (my love)
So baby put the blame on me

[Bridge: Demi Lovato & with Luis Fonsi]
Okay, I don't really, really wanna fight anymore
I don't really, really want to fake it no more
Play me like The Beatles, baby, just let it be
So come on, put the blame on me, yeah
I don't really, really wanna fight anymore
I don't really, really want to fake it no more
Play me like The Beatles, baby, just let it be
So come on, put the blame on me

[Chorus: Luis Fonsi & (Demi Lovato) & Duet]
Not on you, not on you, not on you my love (soy yo)
Is better if we let it be
Not on you, not on you, not on you my love (my love)
So baby put the blame on me
Not on you, not on you, not on you my love (my love)
I only wanna set you free
Not on you, not on you, not on you my love (my love)
So baby put the blame on me

[Post-Chorus: Luis Fonsi & Duet]
Solamente te falta un beso
Solamente te falta un beso
Ese beso que siempre te prometí
So baby put the blame on me
Solamente te falta un beso
Solamente te falta un beso
Ese beso que siempre te prometí
So baby put the blame on me

[Bridge: Demi Lovato + Luis Fonsi]
Okay, I don't really, really wanna fight anymore
I don't really, really want to fake it no more
Play me like The Beatles, baby, just let it be
So come on, put the blame on me, yeah
I don't really, really wanna fight anymore
I don't really, really want to fake it no more
Play me like The Beatles, baby, just let it be
So come on, put the blame on me

[Chorus: Luis Fonsi & (Demi Lovato) & Duet]
No eres tú, no eres tú, no eres tú, soy yo (soy yo)
No te quiero hacer sufrir, es mejor olvidar y dejarlo así (así, así, así)
So baby put the blame on me
Not on you, not on you, not on you my love (my love)
I only wanna set you free
Not on you, not on you, not on you my love (my love)
So baby put the blame on me

[Post-Chorus: Duet]
Solamente te falta un beso
Solamente te falta un beso
Ese beso que siempre te prometí
So baby put the blame on me
Solamente te falta un beso
Solamente te falta un beso
Ese beso que siempre te prometí
Baby put the blame on me"
123,Bank Account,21 Savage,"[Intro]
Ooh, ooh, ooh, ow, ow, ow
Wow, wow, ow, ah, ow, ah, ah, ah

[Verse 1]
I buy a new car for the bitch (for real)
I tear down the mall with the bitch (for real)
You can't even talk to the bitch (no)
She fucking with bosses and shit (on God)
I pull up in 'Rari's and shit (skrrr)
With choppers and Harley's and shit (for real)
I be Gucci'd down (Gucci)
You wearing Lacoste and shit (bitch)
Yeah, Moncler, yuh, fur came off a bear, yuh (yeah)
Triple homicide, put me in a chair, yuh (in jail)
Triple cross the plug, we do not play fair, yuh (on God)
Got 'em tennis chains on and they real blingy (bling)
Draco make you do the chicken head like Chingy (Chingy)
Walk in Neiman Marcus and I spend a light fifty (fifty)
Please proceed with caution, shooters, they be right with me (21)
Bad bitch, cute face and some nice titties
$7500 on a Saint Laurent jacket (yeah)
Bitch, be careful when you dumpin' your ashes (bitch)
I ain't no sucker, I ain't cuffin' no action (nah)
The skreets raised me, I'm a whole bastard (wild)
I bought a 'Rari just so I can go faster (skrrr)
Niggas tryna copy me, they playin' catch up (21)
I might pull up in a Ghost, no Casper (21)
I been smoking gas and I got no asthma

[Chorus]
I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)

[Verse 2]
Yeah, dawg, huh—yeah—, nah for real, dawg (21)
Straight up out the 6, now got a house in the Hills, dawg (21)
Wanna see a body, nigga? Get you killed, dawg (wet)
Wanna tweet about me, nigga? Get you killed, dawg (wet)
Killed dog, I'm a real dawg—21—, you a lil' dawg (21)
Bill dog, want a bil', dog, chasing mil's, dawg (yeah)
Dunk right in your bitch like O'Neal, dawg (wet)
Plus I shoot like, shoot like Reggie Mill', dawg (21)
Chopper sting you like a eel, dawg (fast)

[Chorus]
I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)

[Verse 3]
Ruler clip—umm—, sent a ruler hit
Pull up on yo' bitch, she say that I got a ruler dick
Spray your block down, we not really with that ruh-rah shit
Glock cocked now, I don't really give no fuck 'bout who I hit
Yeah, yo' bitch, she get jiggy with me, keep that Siggy with me
Bitch, I'm Mad Max, you know I got Ziggy with me
Keep a mad mag in case a nigga wanna get busy with me
'Rari matte black and I got a Bentley with me

[Chorus]
I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)

[Outro]
$7500 on a Saint Laurent jacket
Bitch, be careful where you dumpin' your ashes
I ain't no sucker, I ain't cuffin' no action
The streets raised me, I'm a whole bastard"
124,Treat You Better,Shawn Mendes,"[Verse 1]
I won't lie to you
I know he's just not right for you
And you can tell me if I'm off
But I see it on your face
When you say that he's the one that you want
And you're spending all your time
In this wrong situation
And anytime you want it to stop

[Chorus]
I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can

[Verse 2]
I'll stop time for you
The second you say you'd like me to
I just wanna give you the loving that you're missing
Baby, just to wake up with you
Would be everything I need and this could be so different
Tell me what you want to do

[Chorus]
'Cause I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can
Better than he can

[Bridge]
Give me a sign
Take my hand, we'll be fine
Promise I won't let you down
Just know that you don't
Have to do this alone
Promise I'll never let you down

[Chorus]
'Cause I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can
Better than he can
Better than he can"
125,Alone,Marshmello,"[Verse]
I'm so alone, nothing feels like home
I'm so alone, trying to find my way back home to you
I'm so alone, nothing feels like home
I'm so alone, trying to find my way back home to you
I'm so alone, trying to find my way back home to you

[Verse]
I'm so alone, nothing feels like home
I'm so alone, trying to find my way back home to you
I'm so alone, nothing feels like home
I'm so alone, trying to find my way back home to you
I'm so alone, trying to find my way back home to you"
126,Wanted You,NAV Featuring Lil Uzi Vert,"[Intro: Lil Uzi Vert & Mädchen]
Wo bist du?
Bei mir zuhause
Lass mich diesen Arsch sehen
Wie bitte?
Ich sagte „Lass mich diesen Arsch sehen“
Diesen Arsch
Oh, du bist auf einem Nacktheits-Trip
Hahaha
Ich bin unterwegs
Hör auf zu lügen
Ich bin unterwegs, tschüss

[Part 1: NAV]
Ich bin beschämt über all die Dinge, die ich für dich getan habe
Hätte wissen sollen, dass all diese Mädchen gleich und nicht treu sind
Sie ist eine Verrückte, führte sie aus ins Nobu, an einem Strand (yeah)
Nur zum Essen, Louboutins an ihren Füßen (yeah)
Woher hast du das Geld für die Schuhe, Mädchen?
Du hast mich via Direktnachricht angemacht wie ein Fangirl (whoa, whoa)
Wolltest du mich oder wolltest du diese Geldbündel, Mädchen? (whoa, whoa)
Jetzt weiß ich, du bist nur ein weiteres Instagram-Mädchen (whoa, whoa)
Sie brachte mich fast dazu, zu denken, dass sie nur mich will (yeah)
Ich betrete den Club und sie ist die erste, die ich sehe
Sagte, sie wäre da, weil sie Organisatoren in dem Club kennt (yeah)
Kam nur um herauszufinden, dass mein Freund sich an sie rangemacht hat (whoa, whoa, whoa)

[Hook: NAV]
All das Ice, ich brauche einen Kühlschrank, mhm
Pansche es zusammen, Schneebesen, mhm
Peitsche Zweisitzer hoch
Sagte, sie liebt mich, glaube ihr nicht, mhm
Kann nicht mittelmäßig sein, mhm
Zwanzig in ihrem Halsband
Fick sie, ich kenne sie nicht, yeah
Gib mir Gesicht wie Poker
Whoa, kann nicht glauben, dass ich dich wollte
Whoa, ich kann nicht glauben, dass ich dich wollte, yeah
Mädchen, ich kann nicht glauben, dass ich dich wollte
Mädchen, ich kann nicht glauben, dass ich dich wollte

[Part 2: Lil Uzi Vert]
Nein, nein, nein, nein, ich brauche dich nicht (ich brauche dich nicht)
Nein, nein, nein, nein, ich brauche dich nicht (ich brauche dich nicht)
Mann, ich schwöre, diese Mädchen sind durchschaubar (durchsichtig)
Stevie Wonder, ich kann dich nicht sehen (kann es nicht)
Sie ist so verletzt, ich so verärgert, sie geht mir auf den Nerv (was?)
Mein Kopf tut weh, Tatsache, schicke sie in die Wüste (tschüss!)
Fand heraus, dass sie mit ihm zusammen ist, wie dieser Part: werde gekillt (he?)
Meine Knarre, gestreute Eagle, yeah
Stirbst wahrscheinlich, bevor es wehtut, aye
Cartier-Brillenglas, ich bin auf der Lauer, ouh
Zwanzigtausend für einen Pelz, ouh (yeah)
Was würde sie für eine Handtasche tun? (he?)
Sie sagte, sie gibt mir eine Perc (dreißig)
Meine neue Schlampe besser, so dass ich ihr nicht hinterhechele
Spricht nicht mit dem Mädchen, das ist eine Abfuhr (was jetzt)
Apropos Sweater, mein Nacken ist so gefroren, er sieht genau wie ein Eisberg aus

[Hook: NAV]
All das Ice, ich brauche einen Kühlschrank, mhm
Pansche es zusammen, Schneebesen, mhm
Peitsche Zweisitzer hoch
Sagte, sie liebt mich, glaube ihr nicht, mhm
Kann nicht mittelmäßig sein, mhm
Zwanzig in ihrem Halsband
Fick sie, ich kenne sie nicht, yeah
Gib mir Gesicht wie Poker
Whoa, kann nicht glauben, dass ich dich wollte
Whoa, ich kann nicht glauben, dass ich dich wollte, yeah
Mädchen, ich kann nicht glauben, dass ich dich wollte
Mädchen, ich kann nicht glauben, dass ich dich wollte

[Part 3: Lil Uzi Vert & NAV (beide)]
Uzi sie, machten sich, lustig über dich (mach dich schick)
Yeah, all meine Hunderter blau
Whoa, kleine Schlampe, ich bin mit dir fertig (ich bin mit dir fertig)
Nehme dich von hinten während Uzi vor dir steht(yeah)
23, aber hatte sie, als ich 22 war (was?)
Ich kann das Mädchen nicht heiraten,  sie fickte circa zwanzig Typen (brauner Junge)
Du kannst keinen Kuss bekommen, kann nicht dabei erwischt werden, dich zu [?] (Lil Uzi)
Ich habe eine Menge Mädchen, nein, da ist nicht nur eine von deiner Sorte (das stimmt)
Off-White auf meinen Prestos, all diese Mädchen, die ich durchlaufe (ich mache es durch)
Ich kann ihr nicht zurückschreiben, diese Franklins sind das, was ich durchblättere (blaue Hunnis)
Fick auf einen Finger in der Schlampe, ich nutze einen Daumen oder zwei (yeah)
Machte sie zur Nummer eins und du bist nicht mal Nummer zwei

[Hook: NAV]
All das Ice, ich brauche einen Kühlschrank, mhm
Pansche es zusammen, Schneebesen, mhm
Peitsche Zweisitzer hoch
Sagte, sie liebt mich, glaube ihr nicht, mhm
Kann nicht mittelmäßig sein, mhm
Zwanzig in ihrem Halsband
Fick sie, ich kenne sie nicht, yeah
Gib mir Gesicht wie Poker
Whoa, kann nicht glauben, dass ich dich wollte
Whoa, ich kann nicht glauben, dass ich dich wollte, yeah
Mädchen, ich kann nicht glauben, dass ich dich wollte
Mädchen, ich kann nicht glauben, dass ich dich wollte"
127,Chandelier,Sia,"[Verse 1]
Party girls don't get hurt
Can't feel anything, when will I learn?
I push it down, push it down
I'm the one ""for a good time call""
Phone's blowin' up, ringin' my doorbell
I feel the love, feel the love

[Pre-Chorus]
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
Throw 'em back till I lose count

[Chorus]
I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier

[Post-Chorus]
But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
On for tonight

[Verse 2]
Sun is up, I'm a mess
Gotta get out now, gotta run from this
Here comes the shame, here comes the shame

[Pre-Chorus]
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
Throw 'em back till I lose count

[Chorus]
I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier

[Post-Chorus]
But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
On for tonight

[Outro]
On for tonight
'Cause I'm just holding on for tonight
Oh, I'm just holding on for tonight
On for tonight, on for tonight
'Cause I'm just holding on for tonight
'Cause I'm just holding on for tonight
Oh, I'm just holding on for tonight
On for tonight, on for tonight"
128,Mercy,Shawn Mendes,"[Verse 1]
You've got a hold on me
Don't even know your power
I stand a hundred feet
But I fall when I'm around ya
Show me an open door
And you go and slam it on me
I can't take anymore

[Chorus]
I'm saying
Baby, please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy, mercy on my heart?
Would you please have mercy, mercy on my heart?

[Verse 2]
I'd drive through the night
Just to be near you, baby
Heart open, testify
Tell me that I'm not crazy
I'm not asking for a lot
Just that you're honest with me
And my pride, is all I got

[Chorus]
I'm saying
Baby, please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy on me?
I'm a puppet on your strings
And even though you got good intentions
I need you to set me free
Would you please have mercy, mercy on my heart?
Would you please have mercy, mercy on my heart?

[Bridge]
Consuming all the air inside my lungs
Ripping all the skin from off my bones
I'm prepared to sacrifice my life
I would gladly do it twice
Consuming all the air inside my lungs
Ripping all the skin from off my bones
I'm prepared to sacrifice my life
I would gladly do it twice

[Chorus]
Oh, please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart
Would you please have mercy on me?
I'm a puppet on your string
And even though you got good intentions
I need you to set me free
I'm begging you for mercy, mercy
I'm begging you, begging you, please, baby
I'm begging you for mercy, mercy
Ooh, I'm begging you, I'm begging you"
